name;open;high;low;close;volume;marketCap;timestamp
"2781";0.5650554477;0.6103758357;0.4595315836;0.4621893192;36344160.78;0;"2024-10-11T00:00:00.000Z"
"2781";0.4622024867;0.614589948;0.4520268088;0.6030898607;40575318.76;0;"2024-10-12T00:00:00.000Z"
"2781";0.6030461516;1.3359026061;0.5977056029;1.1329430133;106716183.36;0;"2024-10-13T00:00:00.000Z"
"2781";1.1343446978;1.3360772001;0.8894464386;0.9864200973;84580036.31;0;"2024-10-14T00:00:00.000Z"
"2781";0.9863185718;1.3560296816;0.9048276053;0.997539538;422439066.3;0;"2024-10-15T00:00:00.000Z"
"2781";0.997568692;1.0814731197;0.9023326327;0.9291323803;117096137.07;0;"2024-10-16T00:00:00.000Z"
"2781";0.9290911701;0.9374291963;0.8602891116;0.8811211678;65453060.99;0;"2024-10-17T00:00:00.000Z"
"2781";0.8811763868;0.9158369647;0.8699670416;0.9106188954;68427622.47;0;"2024-10-18T00:00:00.000Z"
"2781";0.9106651144;0.911853963;0.8625372954;0.8732482877;51795689.93;0;"2024-10-19T00:00:00.000Z"
"2781";0.8732624374;0.8905047057;0.8555573631;0.8716334701;55975340.04;0;"2024-10-20T00:00:00.000Z"
"2781";0.8717255158;0.8852017753;0.8202501579;0.8278314886;59219494.01;0;"2024-10-21T00:00:00.000Z"
"2781";0.8278411611;0.8375424143;0.8046629399;0.8151594423;49232607.3;0;"2024-10-22T00:00:00.000Z"
"2781";0.8151594423;0.8284288722;0.7617958983;0.777645715;55825441.59;0;"2024-10-23T00:00:00.000Z"
"2781";0.7843404231;0.7889811371;0.7406862678;0.7710189241;42400729.48;0;"2024-10-24T00:00:00.000Z"
"2781";0.7710189241;0.8763246111;0.751534705;0.8084598721;124179210.44;0;"2024-10-25T00:00:00.000Z"
"2781";0.8086369486;0.9206880637;0.7990556369;0.8707716007;155171949.45;0;"2024-10-26T00:00:00.000Z"
"2781";0.8707873662;0.8879880215;0.8008489046;0.8131984476;80991280.2;0;"2024-10-27T00:00:00.000Z"
"2781";0.8131984476;0.8348219293;0.7365474491;0.7729246814;103287652.02;0;"2024-10-28T00:00:00.000Z"
"2781";0.772926203;0.83231941;0.7541036138;0.7968012205;159115957.5;0;"2024-10-29T00:00:00.000Z"
"2781";0.7968477875;0.8280249089;0.7736371289;0.7903118616;162323038.73;0;"2024-10-30T00:00:00.000Z"
"2781";0.7903190603;0.7961967558;0.740369662;0.7463853087;111834185.21;0;"2024-10-31T00:00:00.000Z"
"2781";0.7463853087;0.7542934305;0.7183088569;0.7240344871;38842690.46;0;"2024-11-01T00:00:00.000Z"
"2781";0.7240344879;1.3970622424;0.7059835544;0.9056937257;460910764.93;0;"2024-11-02T00:00:00.000Z"
"2781";0.9061631359;0.9771275947;0.7891966786;0.8077463727;183732096.29;0;"2024-11-03T00:00:00.000Z"
"2781";0.8077599409;0.8142234898;0.7373248934;0.7448218828;79469206.87;0;"2024-11-04T00:00:00.000Z"
"2781";0.7448706205;0.7931522919;0.7227064412;0.7713120543;69704967.37;105625582.77;"2024-11-05T00:00:00.000Z"
"2781";0.7712072257;0.8420472775;0.7609800762;0.8392417237;87470200.01;114943679.46;"2024-11-06T00:00:00.000Z"
"2781";0.8392417237;1.0327838148;0.8193177464;0.893924462;253624782.98;122433101.12;"2024-11-07T00:00:00.000Z"
"2781";0.8946708949;1.0181072178;0.8828288439;0.9344587006;0;0;"2024-11-08T00:00:00Z"